,Unnamed: 0,PSU,contraceptive_No,contraceptive_Yes,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,dt_Jointly,dt_rest,edu_noedu,edu_primary,edu_secondary,edu_higher,rel_Hindu,rel_nonHindu,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,caste_OBC,caste_SC,caste_ST,caste_Others,residence_rural,residence_urban,counselling_no,counselling_yes,parity_0,parity_1_2,parity_3,sum(mediaFP),outlier
874,875,331540,15,5,0,6,4,5,1,2,2,11,9,8,5,5,2,20,0,1,10,4,4,1,9,11,0,0,20,0,15,5,3,6,11,0,No
875,876,331542,6,8,1,2,4,2,2,2,1,9,5,1,2,10,1,14,0,2,2,1,7,2,5,3,0,6,14,0,10,4,2,5,7,2,No
876,877,331543,5,4,0,0,4,1,3,1,0,3,6,5,0,3,1,9,0,2,3,1,1,2,8,0,0,1,9,0,7,2,1,4,4,0,No
877,878,331545,8,10,0,0,1,8,2,6,1,14,4,0,0,12,6,17,1,0,0,0,0,18,17,0,0,1,0,18,16,2,0,9,9,2,No
878,879,331546,10,11,1,4,4,3,3,2,4,15,6,12,3,6,0,20,1,6,7,3,5,0,18,1,0,2,21,0,14,7,2,7,12,2,No
879,880,331547,10,9,1,2,6,3,4,1,2,6,13,11,1,6,1,17,2,15,2,2,0,0,11,8,0,0,19,0,15,4,1,6,12,0,No
880,881,331548,11,4,0,0,4,4,0,2,5,6,9,9,1,5,0,1,14,0,0,1,9,5,11,0,0,4,0,15,10,5,1,4,10,2,No
881,882,331551,17,5,0,1,5,7,4,3,2,17,5,16,0,5,1,0,22,0,2,2,6,12,6,0,0,16,0,22,12,10,2,7,13,4,No
882,883,331552,10,11,0,4,5,5,4,1,2,15,6,14,1,5,1,12,9,0,9,7,3,2,20,0,0,1,21,0,7,14,1,8,12,1,No
883,884,331554,9,10,2,2,3,6,3,3,0,12,7,12,2,5,0,18,1,2,14,3,0,0,15,3,1,0,19,0,15,4,2,2,15,0,No
884,885,331557,10,11,0,5,4,2,3,4,3,14,7,10,0,7,4,17,4,2,3,3,2,11,16,1,1,3,21,0,14,7,0,8,13,1,No
885,886,331559,12,2,0,2,3,2,2,4,1,3,11,7,2,4,1,14,0,2,9,3,0,0,6,8,0,0,14,0,9,5,0,5,9,0,No
886,887,331562,13,10,0,3,5,3,9,0,3,12,11,3,1,11,8,23,0,0,0,1,4,18,19,0,0,4,0,23,16,7,1,13,9,0,No
887,888,331564,17,2,1,1,3,2,2,6,4,4,15,11,3,3,2,19,0,5,5,4,5,0,9,4,0,6,19,0,14,5,2,6,11,1,No
888,889,331566,8,10,0,1,3,4,1,6,3,8,10,2,2,9,5,18,0,0,0,1,2,15,5,1,0,12,0,18,17,1,1,7,10,1,No
889,890,331567,17,3,1,5,3,5,2,2,2,3,17,16,2,2,0,13,7,18,1,0,0,1,13,4,2,1,20,0,10,10,3,7,10,0,No
890,891,331569,17,4,0,4,2,5,5,3,2,6,15,9,1,3,8,20,1,3,8,7,2,1,5,11,0,5,21,0,15,6,3,5,13,0,No
891,892,331570,10,10,1,2,5,2,3,2,5,10,10,11,1,6,2,20,0,2,7,6,3,2,8,6,6,0,20,0,17,3,3,5,12,3,No
892,893,331571,13,3,1,0,3,2,4,2,4,4,12,12,1,3,0,15,1,9,5,1,1,0,8,6,0,2,16,0,14,2,2,1,13,0,No
893,894,331572,16,7,0,2,9,2,5,3,2,14,9,10,3,8,2,23,0,0,7,3,9,4,7,16,0,0,23,0,4,19,1,5,17,0,No
894,895,331573,12,8,1,5,5,5,0,4,0,9,11,13,3,4,0,20,0,0,0,2,13,5,19,0,0,1,0,20,15,5,4,6,10,1,No
895,896,331574,8,12,1,6,1,2,3,3,4,7,13,16,2,2,0,20,0,9,6,4,1,0,12,5,2,1,20,0,17,3,1,7,12,0,No
896,897,331575,15,9,1,6,8,4,2,1,2,16,8,17,5,2,0,0,24,2,2,3,13,4,22,0,0,2,0,24,9,15,3,6,15,0,No
897,898,331576,15,0,1,3,7,1,1,0,2,1,14,13,2,0,0,13,2,12,3,0,0,0,7,0,0,8,15,0,13,2,2,5,8,0,No
898,899,331580,12,8,1,0,7,5,2,4,1,16,4,8,4,8,0,20,0,4,8,2,5,1,10,1,0,9,20,0,11,9,1,5,14,1,No
899,900,331583,13,2,0,1,3,4,5,2,0,9,6,6,5,4,0,15,0,4,5,4,2,0,13,1,0,1,15,0,11,4,0,0,15,0,No
900,901,331585,14,3,3,2,3,2,3,4,0,9,8,6,4,7,0,17,0,3,8,2,4,0,9,8,0,0,17,0,13,4,4,0,13,3,No
901,902,331587,13,7,3,1,8,2,3,2,1,6,14,15,2,3,0,8,12,7,6,4,1,2,19,0,0,1,20,0,16,4,3,4,13,0,No
902,903,331588,5,10,0,3,2,4,3,1,2,12,3,1,0,14,0,10,5,0,0,0,9,6,9,0,0,6,0,15,14,1,1,7,7,3,No
903,904,331590,19,7,0,3,6,8,1,4,4,3,23,15,2,8,1,19,7,5,12,4,3,2,13,7,2,4,26,0,6,20,3,5,18,4,No
904,905,331591,15,3,0,5,4,1,2,3,3,5,13,5,5,8,0,18,0,3,4,5,4,2,1,4,0,13,18,0,8,10,4,3,11,0,No
905,906,331592,6,10,0,3,5,2,1,4,1,11,5,1,0,13,2,16,0,0,0,0,2,14,2,13,0,1,0,16,13,3,1,8,7,0,No
906,907,331596,15,7,0,4,7,3,0,3,5,7,15,4,6,9,3,22,0,0,0,3,10,9,2,0,0,20,22,0,19,3,2,10,10,0,No
907,908,331597,12,7,0,4,7,1,3,2,2,13,6,7,3,8,1,15,4,0,0,6,9,4,5,9,0,5,19,0,9,10,1,8,10,0,No
908,909,331598,16,5,0,3,2,4,4,6,2,7,14,3,0,14,4,10,11,0,0,1,3,17,11,0,0,10,0,21,21,0,2,11,8,5,No
909,910,331604,15,8,0,3,5,7,3,4,1,18,5,7,4,11,1,11,12,0,0,1,4,18,14,1,0,8,0,23,21,2,1,14,8,2,No
910,911,331608,12,9,1,5,3,4,2,2,4,9,12,6,2,12,1,6,15,0,0,1,5,15,15,2,0,4,0,21,21,0,4,7,10,0,No
911,912,331609,18,1,0,4,4,2,4,2,3,3,16,11,4,3,1,19,0,9,3,4,2,1,0,19,0,0,19,0,15,4,1,4,14,0,No
912,913,331610,5,10,1,2,4,4,1,1,2,9,6,10,2,3,0,15,0,6,6,2,1,0,12,2,1,0,15,0,13,2,2,3,10,0,No
913,914,331611,11,10,0,3,5,4,3,3,3,6,15,2,1,8,10,5,16,0,1,0,4,16,6,0,0,15,0,21,19,2,3,10,8,8,No
914,915,331612,8,9,0,5,2,3,3,2,2,11,6,4,2,10,1,17,0,0,0,2,10,5,5,2,0,10,0,17,17,0,3,5,9,4,No
915,916,331614,7,5,0,1,3,5,1,1,1,5,7,3,2,5,2,12,0,0,0,4,5,3,4,8,0,0,0,12,12,0,3,3,6,0,No
916,917,331616,12,5,2,5,4,2,2,0,2,14,3,8,1,8,0,17,0,1,3,1,8,4,11,5,0,1,0,17,7,10,2,8,7,0,No
917,918,331617,20,1,0,4,4,7,1,1,4,3,18,14,2,5,0,21,0,7,5,4,4,1,9,7,0,5,21,0,21,0,1,5,15,0,No
918,919,331618,21,1,1,5,3,1,9,1,2,2,20,10,2,5,5,19,3,3,3,13,3,0,14,7,0,1,22,0,9,13,3,10,9,1,No
919,920,331620,14,9,1,5,5,2,5,4,1,2,21,12,4,6,1,23,0,0,4,9,5,5,22,1,0,0,23,0,19,4,1,9,13,1,No
920,921,331622,17,4,0,1,3,7,3,7,0,6,15,3,2,12,4,20,1,1,1,3,5,11,10,1,0,10,0,21,19,2,1,12,8,12,No
921,922,331623,14,2,0,2,2,4,4,1,3,7,9,14,0,2,0,16,0,3,4,2,6,1,16,0,0,0,16,0,11,5,1,6,9,0,No
922,923,331624,9,5,0,3,0,1,4,2,4,5,9,13,1,0,0,12,2,9,5,0,0,0,7,6,0,1,14,0,13,1,1,4,9,2,No
923,924,331630,14,8,3,7,3,5,1,1,2,3,19,11,1,10,0,21,1,0,9,6,4,3,17,2,1,2,22,0,19,3,3,10,9,0,No
924,925,331631,4,7,0,1,3,2,2,2,1,7,4,0,0,6,5,11,0,0,0,0,0,11,1,0,0,10,0,11,11,0,1,8,2,0,No
925,926,331633,10,6,0,2,4,0,3,3,4,11,5,2,0,11,3,14,2,0,2,1,4,9,2,3,0,11,16,0,13,3,1,8,7,1,No
926,927,331636,10,10,0,4,1,3,6,2,4,9,11,11,0,7,2,19,1,0,4,4,7,5,11,7,0,2,20,0,17,3,2,4,14,0,No
927,928,331637,4,9,0,1,2,1,3,5,1,6,7,4,3,5,1,13,0,1,5,3,4,0,3,8,0,2,13,0,10,3,2,3,8,0,No
928,929,331638,11,8,3,4,5,2,2,1,2,8,11,15,3,1,0,2,17,1,2,6,8,2,17,0,1,1,19,0,9,10,4,5,10,1,No
929,930,331640,11,3,0,1,3,1,3,4,2,2,12,7,0,6,1,13,1,3,7,4,0,0,12,2,0,0,14,0,13,1,2,1,11,0,No
930,931,331643,17,3,1,5,3,3,5,0,3,1,19,11,2,4,3,20,0,5,6,4,3,2,11,9,0,0,20,0,18,2,3,5,12,0,No
931,932,331645,5,10,0,0,1,6,3,0,5,13,2,1,0,4,10,13,2,0,0,0,1,14,2,0,0,13,0,15,15,0,0,11,4,1,No
932,933,331646,10,3,0,1,2,6,2,1,1,5,8,6,3,4,0,13,0,1,7,3,2,0,6,6,0,1,13,0,10,3,0,3,10,2,No
933,934,331648,7,4,0,1,1,4,2,3,0,4,7,4,1,4,2,11,0,0,1,2,4,4,6,5,0,0,0,11,10,1,0,6,5,0,No
934,935,331649,13,7,0,3,2,3,2,5,5,11,9,8,1,8,3,20,0,1,6,5,4,4,15,2,0,3,20,0,18,2,0,12,8,1,No
935,936,331650,7,16,2,4,1,3,3,7,3,10,13,11,3,8,1,23,0,3,6,8,2,4,3,19,0,1,23,0,21,2,4,4,15,0,No
936,937,331651,10,8,2,2,4,5,3,1,1,11,7,10,2,4,2,13,5,0,4,4,4,6,15,3,0,0,18,0,14,4,1,9,8,1,No
937,938,331652,8,7,0,2,4,4,3,1,1,7,8,9,2,2,2,15,0,5,5,2,3,0,7,5,0,3,15,0,12,3,0,6,9,1,No
938,939,331653,12,8,0,6,4,1,4,3,2,7,13,13,3,3,1,20,0,7,2,9,2,0,19,1,0,0,20,0,13,7,1,7,12,0,No
939,940,331654,9,7,0,0,2,4,7,1,2,6,10,6,3,6,1,16,0,0,7,3,3,3,14,1,0,1,16,0,14,2,1,3,12,0,No
940,941,331655,3,13,1,6,1,4,2,2,0,13,3,8,5,3,0,16,0,7,3,4,2,0,10,6,0,0,16,0,13,3,1,6,9,0,No
941,942,331656,12,6,2,1,4,2,3,2,4,11,7,8,3,7,0,17,1,1,7,6,4,0,15,3,0,0,18,0,18,0,0,6,12,0,No
942,943,331657,7,15,1,5,5,3,2,2,4,15,7,11,0,10,1,22,0,0,0,3,12,7,15,7,0,0,0,22,17,5,1,9,12,0,No
943,944,331658,11,1,2,4,2,0,2,2,0,1,11,4,1,7,0,12,0,0,3,2,4,3,7,5,0,0,12,0,7,5,2,4,6,0,No
944,945,331659,11,8,0,5,4,0,3,3,4,8,11,4,2,12,1,19,0,1,1,9,7,1,17,2,0,0,19,0,15,4,2,9,8,1,No
945,946,331660,11,9,0,7,3,4,2,1,3,14,6,10,3,7,0,7,13,0,2,4,9,5,10,6,1,3,0,20,7,13,2,9,9,0,No
946,947,331661,13,5,0,2,6,5,0,4,1,10,8,9,2,4,3,18,0,2,2,4,6,4,4,5,0,9,18,0,17,1,1,6,11,3,No
947,948,331662,21,0,0,6,4,4,4,2,1,0,21,19,1,1,0,6,15,12,8,1,0,0,3,2,2,14,21,0,20,1,1,7,13,0,No
948,949,331663,9,4,1,1,3,5,2,1,0,5,8,6,3,4,0,13,0,9,2,0,2,0,2,6,0,5,13,0,9,4,0,4,9,0,No
949,950,331668,15,6,0,5,4,4,1,6,1,13,8,16,0,5,0,20,1,2,7,4,7,1,5,8,0,8,21,0,8,13,2,6,13,0,No
950,951,331669,17,7,1,5,7,4,2,4,1,7,17,7,6,9,2,24,0,3,5,10,6,0,4,8,0,12,24,0,22,2,3,7,14,0,No
951,952,331671,10,7,1,2,5,1,6,2,0,12,5,5,4,7,1,16,1,8,4,1,2,2,4,8,0,5,17,0,11,6,1,7,9,1,No
952,953,331673,15,6,1,4,3,4,2,6,1,10,11,4,4,8,5,21,0,2,2,9,8,0,15,2,0,4,21,0,17,4,2,6,13,5,No
953,954,331675,8,6,0,3,2,2,1,3,3,6,8,4,2,8,0,11,3,2,5,4,2,1,8,2,0,4,14,0,10,4,1,8,5,1,No
954,955,331677,9,5,1,2,2,2,2,3,2,5,9,7,3,4,0,14,0,4,5,2,3,0,9,0,0,5,14,0,11,3,1,4,9,0,No
955,956,331679,2,9,0,0,0,5,4,2,0,6,5,5,2,4,0,9,2,3,4,2,2,0,6,5,0,0,11,0,10,1,0,6,5,0,No
956,957,331681,12,11,0,7,5,6,2,1,2,16,7,6,7,9,1,23,0,2,13,7,0,1,0,0,0,23,23,0,10,13,2,4,17,0,No
957,958,331683,7,8,0,3,3,2,1,3,3,10,5,2,2,10,1,0,15,0,0,2,9,4,10,0,0,5,0,15,15,0,4,4,7,0,No
958,959,331686,13,7,0,4,5,2,2,3,4,13,7,9,3,7,1,11,9,0,1,0,5,14,6,11,0,3,0,20,15,5,2,6,12,0,No
959,960,331688,14,5,0,1,3,9,6,0,0,11,8,14,3,2,0,0,19,0,1,5,10,3,19,0,0,0,0,19,13,6,1,3,15,0,No
960,961,331689,18,5,0,5,5,3,0,4,6,3,20,11,5,4,3,18,5,1,5,3,7,7,14,4,0,5,23,0,17,6,4,11,8,0,No
961,962,331690,13,3,0,0,5,3,4,3,1,1,15,12,1,3,0,15,1,3,5,3,5,0,12,3,0,1,16,0,14,2,2,2,12,0,No
962,963,331693,10,8,0,6,0,6,3,3,0,7,11,7,3,8,0,15,3,6,3,2,6,1,12,6,0,0,0,18,15,3,3,3,12,1,No
963,964,331695,13,5,0,2,6,3,4,2,1,11,7,8,1,8,1,18,0,0,0,3,9,6,18,0,0,0,0,18,16,2,0,5,13,0,No
964,965,331696,15,6,1,4,2,6,3,4,1,15,6,17,4,0,0,5,16,4,5,6,6,0,18,1,0,2,21,0,3,18,3,4,14,0,No
965,966,331697,7,8,0,2,3,3,3,0,4,6,9,7,3,5,0,15,0,2,3,4,5,1,14,0,0,1,15,0,13,2,2,7,6,0,No
966,967,331699,17,5,1,4,5,5,4,1,2,2,20,15,0,6,1,22,0,7,3,4,2,6,11,6,0,5,22,0,20,2,1,10,11,0,No
967,968,331703,12,5,0,6,1,1,4,3,2,8,9,11,2,3,1,15,2,4,8,4,1,0,7,10,0,0,17,0,13,4,2,5,10,0,No
968,969,331704,4,12,0,3,1,6,4,2,0,7,9,7,2,6,1,16,0,7,3,5,1,0,3,6,0,7,16,0,15,1,0,6,10,1,No
969,970,331706,5,14,0,2,3,5,3,4,2,13,6,0,0,2,17,19,0,0,0,0,0,19,0,0,0,19,0,19,17,2,4,13,2,3,No
970,971,331708,11,13,1,7,6,3,2,3,2,21,3,15,3,5,1,19,5,6,6,8,1,3,15,4,0,5,24,0,12,12,1,13,10,0,No
971,972,331712,14,2,2,3,4,2,3,1,1,7,9,10,3,3,0,16,0,3,6,3,3,1,7,7,0,2,16,0,11,5,3,4,9,1,No
972,973,331713,11,3,0,3,2,3,5,0,1,2,12,3,1,8,2,14,0,1,2,2,7,2,2,0,0,12,14,0,12,2,3,5,6,6,No
973,974,331719,19,5,3,4,6,3,4,2,2,13,11,10,6,4,4,17,7,6,2,9,4,3,13,5,0,6,0,24,11,13,3,9,12,0,No
974,975,331720,14,4,0,2,2,2,3,5,4,8,10,12,3,3,0,5,13,0,2,3,7,6,14,4,0,0,18,0,12,6,1,2,15,0,No
975,976,331722,6,14,0,1,5,5,3,3,3,13,7,4,2,12,2,12,8,0,4,3,7,6,18,1,0,1,20,0,15,5,3,7,10,6,No
976,977,331723,13,12,1,2,6,2,7,5,2,15,10,5,5,9,6,25,0,1,0,0,17,7,0,0,0,25,25,0,20,5,2,8,15,7,No
977,978,331724,15,2,0,3,5,3,3,1,2,8,9,7,2,7,1,17,0,3,10,4,0,0,13,4,0,0,17,0,11,6,2,5,10,0,No
978,979,331725,17,8,1,5,6,6,3,2,2,13,12,11,7,6,1,17,8,1,4,9,6,5,16,0,0,9,25,0,15,10,3,8,14,0,No
979,980,331729,14,7,0,2,6,8,0,3,2,9,12,17,4,0,0,3,18,1,5,4,10,1,13,3,0,5,21,0,9,12,1,6,14,0,No
980,981,331730,10,4,0,4,4,2,4,0,0,2,12,6,0,6,2,14,0,4,2,5,1,2,9,4,0,1,14,0,12,2,2,7,5,1,No
981,982,331732,17,4,0,4,3,6,5,1,2,8,13,12,4,4,1,21,0,6,2,10,2,1,13,7,0,1,21,0,12,9,0,8,13,0,No
982,983,331733,21,4,0,4,6,8,2,2,3,3,22,19,2,4,0,25,0,4,7,12,1,1,24,0,1,0,25,0,14,11,3,8,14,1,No
983,984,331734,7,6,1,2,1,4,3,2,0,5,8,8,1,4,0,13,0,3,6,1,2,1,9,4,0,0,13,0,5,8,1,3,9,0,No
984,985,331735,15,2,1,3,3,2,3,3,2,2,15,4,4,6,3,1,16,0,0,1,6,10,10,0,0,7,0,17,16,1,4,3,10,6,No
985,986,331737,8,12,1,3,3,6,3,2,2,14,6,7,3,7,3,20,0,0,0,6,7,7,13,3,0,4,20,0,20,0,2,5,13,1,No
986,987,331739,3,9,0,0,2,2,2,2,4,7,5,2,0,7,3,12,0,0,0,0,0,12,7,0,0,5,0,12,12,0,0,6,6,0,No
987,988,331743,10,5,0,4,2,4,1,4,0,6,9,12,1,2,0,0,15,1,3,6,2,3,1,0,0,14,15,0,7,8,0,4,11,0,No
988,989,331746,22,3,2,4,8,2,2,6,1,2,23,13,3,8,1,25,0,3,6,9,5,2,11,12,0,2,25,0,18,7,1,9,15,4,No
989,990,331747,5,11,0,2,5,2,3,1,3,13,3,5,0,7,4,16,0,0,0,1,7,8,10,3,0,3,16,0,13,3,1,6,9,1,No
990,991,331748,20,1,1,11,2,1,2,1,3,11,10,10,5,6,0,16,5,5,2,11,0,3,10,8,0,3,21,0,10,11,2,11,8,0,No
991,992,331750,7,10,1,3,4,3,1,2,3,9,8,6,3,7,1,15,2,0,0,6,3,8,8,6,0,3,17,0,10,7,3,5,9,0,No
992,993,331752,16,0,0,1,7,5,1,2,0,3,13,9,2,5,0,16,0,5,5,2,4,0,4,0,0,12,16,0,10,6,2,7,7,2,No
993,994,331755,24,3,0,7,3,6,6,3,2,3,24,11,6,9,1,6,21,0,3,14,6,4,9,5,1,12,27,0,26,1,6,5,16,2,Yes
994,995,331756,6,10,0,5,2,4,3,2,0,11,5,12,2,2,0,8,8,2,2,6,6,0,15,0,0,1,16,0,11,5,2,5,9,0,No
995,996,331757,7,6,0,3,3,3,3,0,1,3,10,2,1,10,0,13,0,8,3,2,0,0,7,6,0,0,13,0,10,3,0,7,6,0,No
996,997,331759,8,4,0,2,6,1,1,2,0,5,7,4,3,4,1,9,3,2,3,2,5,0,6,5,0,1,12,0,10,2,0,6,6,0,No
997,998,331764,9,3,1,1,4,0,2,2,2,2,10,2,0,7,3,11,1,2,1,2,5,2,4,5,0,3,12,0,10,2,3,3,6,4,No
998,999,331765,17,5,2,3,3,8,3,2,1,6,16,7,4,9,2,22,0,2,6,5,7,2,16,4,0,2,22,0,13,9,5,7,10,1,No
999,1000,331767,16,3,0,3,4,2,8,1,1,11,8,10,2,5,2,6,13,0,2,3,6,8,13,1,0,5,0,19,12,7,3,8,8,0,No
1000,1001,331768,5,6,0,3,3,1,1,2,1,8,3,7,1,2,1,8,3,0,3,2,5,1,10,0,1,0,11,0,5,6,3,5,3,2,No
1001,1002,331771,5,8,0,1,4,2,5,0,1,6,7,2,2,6,3,9,4,1,0,1,2,9,6,0,0,7,0,13,13,0,3,5,5,0,No
1002,1003,331777,9,10,0,3,2,7,3,2,2,10,9,9,1,9,0,3,16,0,0,0,2,17,17,1,0,1,0,19,18,1,3,7,9,0,No
1003,1004,331778,8,7,0,2,1,4,3,3,2,8,7,4,3,4,4,7,8,0,0,1,6,8,10,2,1,2,0,15,13,2,0,10,5,3,No
1004,1005,331779,10,8,2,5,1,2,5,2,1,5,13,9,1,8,0,18,0,4,5,2,7,0,10,7,1,0,18,0,14,4,3,6,9,0,No
1005,1006,331781,2,10,0,0,0,6,2,3,1,9,3,0,0,2,10,12,0,0,0,0,0,12,2,0,0,10,0,12,11,1,1,10,1,0,No
1006,1007,331782,4,4,0,1,1,1,1,4,0,3,5,0,0,3,5,8,0,0,0,1,0,7,3,0,0,5,0,8,5,3,1,5,2,3,No
1007,1008,331783,10,13,1,6,4,2,4,4,2,13,10,13,3,4,3,23,0,5,11,2,4,1,15,8,0,0,23,0,18,5,3,9,11,2,No
1008,1009,331785,7,7,0,1,2,2,3,2,4,12,2,0,3,10,1,14,0,0,0,0,1,13,8,2,0,4,0,14,7,7,0,7,7,0,No
1009,1010,331786,20,3,0,1,4,2,4,5,7,1,22,16,3,3,1,23,0,0,15,7,1,0,23,0,0,0,23,0,17,6,0,7,16,1,No
1010,1011,331787,16,4,1,2,2,4,4,3,4,3,17,12,3,5,0,20,0,6,9,3,2,0,12,3,0,5,20,0,16,4,2,5,13,1,No
1011,1012,331788,9,13,0,2,3,4,6,5,2,16,6,0,1,8,13,22,0,0,0,0,1,21,3,5,0,14,0,22,20,2,1,15,6,0,No
1012,1013,331789,18,0,1,1,5,5,2,0,4,6,12,5,5,7,1,17,1,1,10,2,5,0,17,1,0,0,18,0,15,3,1,5,12,1,No
1013,1014,331790,17,0,1,3,6,2,3,2,0,1,16,8,2,4,3,16,1,0,2,8,5,2,11,1,0,5,17,0,14,3,1,7,9,2,No
1014,1015,331791,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,No
1015,1016,331792,22,1,1,3,6,4,1,4,4,3,20,14,2,5,2,23,0,1,6,10,4,2,23,0,0,0,23,0,17,6,3,7,13,3,No
1016,1017,331793,15,3,0,2,5,4,2,3,2,9,9,16,0,1,1,0,18,0,6,3,7,2,17,0,0,1,18,0,10,8,0,8,10,0,No
1017,1018,331794,10,10,2,2,3,2,2,4,5,14,6,7,4,6,3,20,0,1,1,3,9,6,17,1,0,2,20,0,12,8,3,4,13,0,No
1018,1019,331795,13,14,4,4,6,2,4,4,3,16,11,11,1,12,3,26,1,1,1,13,7,5,23,0,0,4,27,0,18,9,7,9,11,5,No
1019,1020,331796,9,15,0,2,5,5,4,5,3,8,16,11,2,11,0,23,1,6,4,3,9,2,18,6,0,0,24,0,22,2,1,7,16,18,No
1020,1021,331797,15,0,0,3,1,6,0,1,4,5,10,1,1,8,5,11,4,0,0,1,4,10,11,1,0,3,0,15,15,0,0,8,7,3,No
1021,1022,331799,18,3,1,2,5,4,2,3,4,8,13,2,7,9,3,21,0,4,5,4,4,4,9,4,0,8,21,0,14,7,3,8,10,4,No
1022,1023,331802,14,7,0,3,6,3,2,2,5,10,11,15,1,4,1,0,21,0,2,3,5,11,5,0,0,16,0,21,12,9,2,9,10,1,No
1023,1024,331803,13,4,0,3,5,6,2,0,1,6,11,11,1,5,0,17,0,0,0,8,7,2,5,8,0,4,0,17,11,6,0,8,9,0,No
1024,1025,331804,8,7,1,4,2,3,2,2,1,7,8,8,1,5,1,13,2,3,2,4,4,2,12,2,0,1,15,0,12,3,3,5,7,0,No
1025,1026,331805,7,8,0,3,2,3,3,4,0,8,7,10,1,3,1,15,0,1,7,6,1,0,14,1,0,0,15,0,14,1,3,5,7,0,No
1026,1027,331807,13,7,0,4,5,2,6,3,0,5,15,16,3,1,0,0,20,0,1,4,8,7,19,0,0,1,0,20,18,2,5,5,10,1,No
1027,1028,331810,22,1,2,7,6,1,1,2,4,2,21,9,5,7,2,21,2,3,10,8,2,0,17,4,0,2,23,0,19,4,5,10,8,0,No
1028,1029,331811,15,6,1,1,4,5,6,2,2,7,14,11,3,6,1,21,0,9,10,0,2,0,16,5,0,0,21,0,13,8,2,6,13,2,No
1029,1030,331813,17,1,1,2,4,4,2,4,1,1,17,9,2,6,1,15,3,9,6,2,1,0,13,2,0,3,18,0,15,3,3,2,13,2,No
1030,1031,331814,15,6,0,7,1,7,0,2,4,4,17,9,0,10,2,17,4,3,5,5,4,4,14,5,1,1,21,0,16,5,2,9,10,4,No
1031,1032,331818,10,8,0,5,3,3,3,3,1,2,16,7,3,6,2,18,0,2,4,6,4,2,13,1,3,1,18,0,16,2,1,5,12,1,No
1032,1033,331819,9,11,0,1,5,4,3,3,4,8,12,0,3,12,5,14,6,0,0,1,8,11,9,0,1,10,0,20,20,0,2,11,7,7,No
1033,1034,331820,13,3,0,3,3,2,5,3,0,2,14,9,2,4,1,16,0,5,8,0,3,0,11,2,0,3,16,0,9,7,0,5,11,0,No
1034,1035,331821,7,10,2,1,3,3,2,5,1,11,6,7,1,7,2,17,0,0,0,1,9,7,12,2,0,3,0,17,17,0,3,7,7,0,No
1035,1036,331822,6,10,0,1,4,2,3,5,1,10,6,5,3,7,1,16,0,1,4,6,2,3,2,12,0,2,16,0,14,2,2,4,10,2,No
1036,1037,331824,11,4,0,3,3,3,4,0,2,3,12,7,4,4,0,13,2,4,5,4,1,1,8,5,0,2,15,0,13,2,2,3,10,0,No
1037,1038,331825,12,3,0,2,3,5,1,2,2,3,12,6,1,6,2,15,0,3,3,4,4,1,15,0,0,0,15,0,13,2,2,1,12,2,No
1038,1039,331827,14,5,0,0,1,6,6,1,5,13,6,7,2,8,2,10,9,0,0,0,7,12,17,0,0,2,0,19,14,5,1,6,12,3,No
1039,1040,331828,7,4,0,0,1,1,2,4,3,4,7,5,1,3,2,9,2,0,3,1,3,4,5,4,0,2,0,11,9,2,1,3,7,1,No
1040,1041,331830,23,4,1,4,9,6,4,0,3,3,24,16,3,7,1,22,5,13,8,0,4,2,8,1,1,17,27,0,26,1,3,10,14,2,No
1041,1042,331832,14,6,0,6,3,2,5,3,1,10,10,13,3,2,2,9,11,4,5,5,4,2,12,6,0,2,20,0,11,9,3,7,10,0,No
1042,1043,331833,7,10,1,4,1,1,4,2,4,14,3,4,2,9,2,17,0,3,1,3,7,3,15,1,1,0,17,0,16,1,1,6,10,0,No
1043,1044,331834,13,1,1,3,0,5,3,2,0,3,11,9,1,2,2,10,4,10,1,1,2,0,3,7,1,3,14,0,12,2,2,3,9,1,No
1044,1045,331835,14,6,0,3,2,7,3,3,2,5,15,9,2,6,3,19,1,3,6,1,7,3,12,3,0,5,20,0,17,3,2,3,15,8,No
1045,1046,331836,21,0,1,4,4,2,4,3,3,0,21,17,3,1,0,10,11,8,6,2,5,0,11,4,0,6,21,0,12,9,2,7,12,0,No
1046,1047,331837,8,15,0,3,4,6,3,4,3,16,7,4,6,11,2,22,1,0,3,3,5,12,20,3,0,0,23,0,22,1,4,6,13,1,No
1047,1048,331839,14,2,1,3,4,1,2,3,2,10,6,10,0,6,0,16,0,6,1,6,1,2,8,7,0,1,16,0,11,5,4,4,8,0,No
1048,1049,331840,9,8,1,4,3,1,3,3,2,3,14,12,2,3,0,17,0,7,7,3,0,0,15,2,0,0,17,0,11,6,2,5,10,0,No
1049,1050,331842,9,5,0,3,4,1,3,3,0,5,9,4,2,7,1,12,2,1,0,2,11,0,4,9,0,1,0,14,3,11,4,3,7,0,No
1050,1051,331844,18,1,0,3,4,5,4,2,1,1,18,12,1,5,1,14,5,6,6,5,0,2,10,2,0,7,19,0,16,3,1,7,11,1,No
